App;Title;Begin;End;Activity;Case
Microsoft Outlook;FW: Uitnodiging: 6 april Grand Opening Innovatielab Tekstberichten - Message (HTML) ;6-3-2023 09:54;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;Google Translate - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;Google - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;https://login.uu.nl/nidp/saml2/sso - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;Utrecht University - Sign in - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;My Blackboard – Blackboard Learn - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;Announcements – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 09:55;6-3-2023 09:55;Participating in group meetings;AI Lab for Public Services
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 09:55;6-3-2023 09:56;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;FW: Uitnodiging: 6 april Grand Opening Innovatielab Tekstberichten - Message (HTML) ;6-3-2023 09:56;6-3-2023 09:56;Participating in group meetings;AI Lab for Public Services
Google Chrome;Kom naar de opening van het Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 09:56;6-3-2023 09:57;Participating in group meetings;AI Lab for Public Services
Google Chrome;Start Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 09:57;6-3-2023 09:58;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;FW: Uitnodiging: 6 april Grand Opening Innovatielab Tekstberichten - Message (HTML) ;6-3-2023 09:58;6-3-2023 10:00;Participating in group meetings;AI Lab for Public Services
Windows Explorer;NO_TITLE;6-3-2023 10:00;6-3-2023 10:00;Participating in group meetings;AI Lab for Public Services
Google Chrome;Start Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 10:00;6-3-2023 10:00;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:00;6-3-2023 10:00;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;NO_TITLE;6-3-2023 10:00;6-3-2023 10:00;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:00;6-3-2023 10:01;Participating in group meetings;AI Lab for Public Services
Google Chrome;Start Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 10:01;6-3-2023 10:01;Participating in group meetings;AI Lab for Public Services
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 10:01;6-3-2023 10:01;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:01;6-3-2023 10:01;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:01;6-3-2023 10:02;Participating in group meetings;AI Lab for Public Services
Google Chrome;Kom naar de opening van het Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 10:02;6-3-2023 10:02;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:02;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:03;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Untitled - Appointment  ;6-3-2023 10:03;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Opening innovatielab - Appointment  ;6-3-2023 10:03;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;NO_TITLE;6-3-2023 10:03;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Opening innovatielab - Appointment  ;6-3-2023 10:03;6-3-2023 10:03;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:03;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 10:04;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Google Chrome;Kom naar de opening van het Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 10:04;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Google Chrome;Start Innovatielab Tekstberichten | Nationaal Archief - Google Chrome;6-3-2023 10:04;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 10:04;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:04;6-3-2023 10:04;Participating in group meetings;AI Lab for Public Services
Google Chrome;Edit Blank Page – 2022-2023 3-GS Business process ... - Google Chrome;6-3-2023 10:04;6-3-2023 10:05;Participating in group meetings;AI Lab for Public Services
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:05;6-3-2023 10:05;Participating in group meetings;AI Lab for Public Services
Microsoft Edge;Google Agenda - Planning start op maandag, 6 maart 2023 - Work - Microsoft​ Edge;6-3-2023 10:05;6-3-2023 10:05;Organizing practical aspects for the group;BPM&A group
Microsoft Edge;Google Agenda - Afspraakgegevens - Work - Microsoft​ Edge;6-3-2023 10:05;6-3-2023 10:05;Organizing practical aspects for the group;BPM&A group
Microsoft Edge;Google Agenda - Planning start op maandag, 6 maart 2023 - Work - Microsoft​ Edge;6-3-2023 10:05;6-3-2023 10:05;Organizing practical aspects for the group;BPM&A group
Microsoft Edge;Google Agenda - Afspraakgegevens - Work - Microsoft​ Edge;6-3-2023 10:05;6-3-2023 10:05;Organizing practical aspects for the group;BPM&A group
Microsoft Edge;Google Agenda - Planning start op maandag, 6 maart 2023 - Work - Microsoft​ Edge;6-3-2023 10:05;6-3-2023 10:05;Organizing practical aspects for the group;BPM&A group
Microsoft Outlook;Voorbereiding GirlsClub WIN - 13 maart, laatste bijeenkomst C3M5 - Meeting  ;6-3-2023 10:06;6-3-2023 10:06;Organizing practical aspects of events;Girls Club WIN
Microsoft Outlook;Microsoft Outlook;6-3-2023 10:06;6-3-2023 10:06;Organizing practical aspects of events;Girls Club WIN
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:06;6-3-2023 10:07;Organizing practical aspects of events;Girls Club WIN
Microsoft Outlook;Puzzelsessie GirlsClub: Programmainhoud herzien, thema's e.d. - Meeting  ;6-3-2023 10:07;6-3-2023 10:07;Organizing practical aspects of events;Girls Club WIN
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:07;6-3-2023 10:08;Organizing practical aspects of events;Girls Club WIN
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:09;6-3-2023 10:12;Conducting research;Active Window Tracking
Google Chrome;dagstuhl - Google Zoeken - Google Chrome;6-3-2023 10:09;6-3-2023 10:09;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Excel;NO_TITLE;6-3-2023 10:12;6-3-2023 10:12;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:12;6-3-2023 10:12;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:12;6-3-2023 10:12;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:12;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;NO_TITLE;6-3-2023 10:13;6-3-2023 10:13;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:13;6-3-2023 10:14;Conducting research;Active Window Tracking
Google Chrome;Home - Google Chrome;6-3-2023 10:14;6-3-2023 10:14;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Google Chrome;Seminar Calendar - Google Chrome;6-3-2023 10:14;6-3-2023 10:14;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Google Chrome;Seminar Details - Google Chrome;6-3-2023 10:14;6-3-2023 10:14;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Google Chrome;Seminar Calendar - Google Chrome;6-3-2023 10:14;6-3-2023 10:16;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Google Chrome;Dagstuhl Seminar 23271: Human in the (Process) Mines - Google Chrome;6-3-2023 10:16;6-3-2023 10:17;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Agenda - i.m.beerepoot@uu.nl - Outlook;6-3-2023 10:17;6-3-2023 10:17;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Google Chrome;Dagstuhl Seminar 23271: Human in the (Process) Mines - Google Chrome;6-3-2023 10:17;6-3-2023 10:18;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Voetbal.nl - Wognum Nicols VR1 - Internet Calendars - Outlook;6-3-2023 10:18;6-3-2023 10:18;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Untitled - Event  ;6-3-2023 10:18;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Dagstuhl seminar? - Event  ;6-3-2023 10:19;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;NO_TITLE;6-3-2023 10:19;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Dagstuhl seminar? - Event  ;6-3-2023 10:19;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;Dagstuhl seminar? - Event  ;6-3-2023 10:19;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Outlook;FW: Dagstuhl seminar? - Message (HTML) ;6-3-2023 10:19;6-3-2023 10:19;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:20;6-3-2023 10:20;Conducting research;Active Window Tracking
Microsoft Power BI Desktop;Microsoft Power BI Desktop;6-3-2023 10:20;6-3-2023 10:20;Conducting research;Active Window Tracking
Microsoft Power BI Desktop;Untitled - Power BI Desktop;6-3-2023 10:20;6-3-2023 10:20;Conducting research;Active Window Tracking
Google Chrome;Dagstuhl Seminar 23271: Human in the (Process) Mines - Google Chrome;6-3-2023 10:20;6-3-2023 10:21;Following specific courses;Dagstuhl seminar on Human in the Process Mines
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:22;6-3-2023 10:22;Conducting research;Active Window Tracking
NATIVE;NO_TITLE;6-3-2023 10:22;6-3-2023 10:22;Conducting research;Active Window Tracking
Windows Explorer;File Explorer;6-3-2023 10:22;6-3-2023 10:22;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:22;6-3-2023 10:23;Conducting research;Active Window Tracking
Microsoft Excel;tockler-export_2023-02-01_2023-02-28-february - Excel;6-3-2023 10:23;6-3-2023 10:23;Conducting research;Active Window Tracking
Microsoft Excel;Example categorisation - Excel;6-3-2023 10:23;6-3-2023 10:25;Conducting research;Active Window Tracking
Google Chrome;New Tab - Google Chrome;6-3-2023 10:26;6-3-2023 10:26;Organizing practical aspects for the group;BPM&A group
Google Chrome;describing our research group - Google Zoeken - Google Chrome;6-3-2023 10:26;6-3-2023 10:26;Organizing practical aspects for the group;BPM&A group
Google Chrome;venn diagram - Google Zoeken - Google Chrome;6-3-2023 10:26;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;https://www.google.nl/search?q=venn+diagram&source=lmns&hl=nl&sa=X&ved=2ahUKEwjGgp2n_sb9AhU_kP0HHW3MAvgQ_AUoAHoECAEQAA - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;venn diagram - Google Zoeken - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;venn powerpoint template - Google Zoeken - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;https://www.presentationgo.com/presentation/category/charts-diagrams/venn-diagrams/ - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;Free Venn Diagrams Google Slides and PowerPoint Templates - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;venn powerpoint template - Google Zoeken - Google Chrome;6-3-2023 10:27;6-3-2023 10:27;Organizing practical aspects for the group;BPM&A group
Google Chrome;free venn powerpoint template - Google Zoeken - Google Chrome;6-3-2023 10:27;6-3-2023 10:28;Organizing practical aspects for the group;BPM&A group
Google Chrome;Free Venn Diagram Templates for PowerPoint - Google Chrome;6-3-2023 10:28;6-3-2023 10:28;Organizing practical aspects for the group;BPM&A group
Google Chrome;Here's How To Make a Stunning Venn Diagram in PowerPoint - Google Chrome;6-3-2023 10:28;6-3-2023 10:28;Organizing practical aspects for the group;BPM&A group
Google Chrome;Here's How To Make a Stunning Venn Diagram in PowerPoint - YouTube - Google Chrome;6-3-2023 10:28;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;(126) Here's How To Make a Stunning Venn Diagram in PowerPoint - YouTube - Google Chrome;6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;Slide Cow’s Sign Up Page - Google Chrome;6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;Thank You [5 Free Slides] - Google Chrome;6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;Free Venn Diagrams Google Slides and PowerPoint Templates - Google Chrome;6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;Inbox (13,068) - imbeerepoot@gmail.com - Gmail - Google Chrome;6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;"""Junk"" - imbeerepoot@gmail.com - Gmail - Google Chrome";6-3-2023 10:29;6-3-2023 10:29;Organizing practical aspects for the group;BPM&A group
Google Chrome;"""[Imap]/Trash"" - imbeerepoot@gmail.com - Gmail - Google Chrome";6-3-2023 10:29;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
Google Chrome;New Tab - Google Chrome;6-3-2023 10:30;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
Google Chrome;Process Mining Conference Series – International Conference on Process Mining Series - Google Chrome;6-3-2023 10:30;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
Google Chrome;Process Mining Conference 2023 – 5th International Conference on Process Mining, 23-27 October, 2023 - Google Chrome;6-3-2023 10:30;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
Google Chrome;Call for Research Papers – Process Mining Conference 2023 - Google Chrome;6-3-2023 10:30;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
Google Chrome;"""[Imap]/Trash"" - imbeerepoot@gmail.com - Gmail - Google Chrome";6-3-2023 10:30;6-3-2023 10:30;Organizing practical aspects for the group;BPM&A group
